id,participant_id,q11_response,timestamp,ip_address,device_type
13b78b42-9417-4695-97bd-fa993970b3a5,ed6175c1-1a79-4e62-8c08-086d4003d715,over-800,2025-10-29 09:59:56.997684+00,93.44.19.47,mobile
1678340d-bca9-4d5e-978e-2ff509f3955d,819b9a0d-1a04-421f-bc67-6629df6fe9d1,450-599,2025-11-09 14:38:19.818683+00,82.151.171.206,desktop
17e4cd1d-6931-4215-9adc-9b5d835ebd66,c03cfb72-188d-4677-ab8d-eacd1ea933d7,150-299,2025-11-09 09:18:02.320406+00,103.44.0.245,desktop
1a3b9fc4-9f05-4b94-9663-6231515d8db3,e735e6de-c6c4-4eb8-96c1-1a1e77104d72,600-799,2025-11-10 20:29:10.785589+00,91.49.150.27,mobile
1e417e80-af1e-453a-bd17-06b9bf4e22ad,6bcd4876-2968-4f4f-b911-115ef1247887,300-449,2025-11-02 11:07:37.313957+00,80.49.165.148,desktop
1f7afdf9-b32c-4759-b9fd-0f26b76c1b85,8f71322f-e904-4f23-80ff-0d9d8268cca9,over-800,2025-11-01 18:53:39.180075+00,94.31.71.164,mobile
24c1d00f-71c6-429d-8f22-43df9ba6ab05,2c6b5f8e-3b3f-4b6e-9e0a-65aa6d357025,450-599,2025-10-29 09:59:16.855316+00,195.176.44.39,mobile
261d26f9-6b34-4304-9f99-33cb5c4614a3,9b95cd3d-0a2c-4f0b-8a62-f19726ffedd0,over-800,2025-11-09 21:59:48.846045+00,90.64.78.67,desktop
27deb896-d44d-450e-9e2b-2d30182ef004,5addaa61-1640-4204-b112-292aa59a9ae2,450-599,2025-11-09 11:11:47.674469+00,78.80.96.150,desktop
282145d2-b56e-44f2-9265-2ebac791e859,965c5f1c-2039-4805-bd01-e3464c2c5d67,not-sure,2025-10-31 19:40:36.406288+00,168.150.99.77,mobile
28f506de-c189-4e71-b394-0a3e28b25ad4,861bf96c-d651-4073-b365-7b9326bed46b,600-799,2025-11-09 11:19:29.475723+00,84.15.183.238,desktop
28f5469d-0df1-4c59-aedb-566969e1bd53,6f950bea-dffd-4c60-8648-6b643e84d277,150-299,2025-10-31 09:25:59.152208+00,86.202.112.51,desktop
2aa46da7-d213-4ee7-bf81-d8185996fdf5,f4af8644-ec61-47f0-b946-d706c1c802b1,600-799,2025-10-27 16:26:53.797953+00,88.130.217.103,mobile
2c2209e5-ad94-4247-bc82-e902ee4e0a5b,96fb9542-8d19-4aa2-b14c-0ac78d75e363,not-sure,2025-11-15 21:00:04.921953+00,91.38.166.12,desktop
2c639c95-a51c-4077-9dc4-8bedea962092,b7e0030e-cc74-453a-9186-ede34c614f1f,under-150,2025-11-09 20:05:22.792304+00,209.161.198.196,desktop
2c702c4a-d2c7-46e9-8669-3cba80405e8d,cf3618a7-68f2-404d-86b7-6070fd32f54d,450-599,2025-10-23 14:59:03.571362+00,203.167.11.234,desktop
2ddfdfaf-087a-4d27-b609-d7ae5a23c3dc,6f950bea-dffd-4c60-8648-6b643e84d277,150-299,2025-10-31 09:26:31.408393+00,86.202.112.51,desktop
32ca7129-adec-468b-96b8-aea5dfbfd625,55a58766-6300-431d-ad37-f3efa37b0385,450-599,2025-11-10 10:24:04.804608+00,5.25.2.96,desktop
3400e956-eb64-4c2c-937f-e37cdc2b9bdc,2e912156-c7b7-4268-8420-128a859c4876,450-599,2025-10-26 15:45:16.132619+00,84.176.238.16,mobile
34d3ff05-cf13-4830-aa43-43548f539210,56e55a8c-87fe-4118-9a5f-a598ac2c3d22,under-150,2025-11-09 03:42:23.51814+00,174.112.73.50,desktop
35531d7e-a5fa-4580-8035-445c8b0086c1,bdba69c9-e97a-4414-bb6c-5d65ba2dba8e,over-800,2025-10-29 09:45:27.687682+00,195.176.44.38,mobile
36ece060-eb80-4279-80f1-f77a79c9e99e,7cc886f4-7dba-4ad7-b7e9-b321b8cda505,not-sure,2025-10-26 15:38:45.205394+00,95.91.234.63,mobile
3a7dcb40-2d16-4262-9905-54bb6d0887b2,15ef74b6-a61a-474c-b855-696b20ce58fb,150-299,2025-10-24 14:13:22.014021+00,213.146.69.174,desktop
42e2386f-b484-490f-bba3-0410649ef5d7,1ca312c1-1220-496a-85fb-3d59b52341bd,450-599,2025-10-25 10:20:03.556695+00,82.207.150.162,mobile
46ffc058-3082-4248-8f1f-3ec16449d3bb,d93d09fa-66e9-4149-bf0b-188c0c466fce,300-449,2025-10-26 13:39:24.127166+00,109.192.255.38,mobile
4741da34-00d9-4e9a-bb3c-82f32bb2b24c,15ef74b6-a61a-474c-b855-696b20ce58fb,150-299,2025-10-24 14:20:24.116453+00,213.146.69.174,desktop
48e51404-7fac-4330-bf2e-fb0574adab60,4a817424-a6d0-4029-b2d6-f9a1ee95db6a,over-800,2025-10-25 12:23:59.032113+00,146.52.229.17,mobile
4a806d05-dae6-4e0f-9cf0-235473b90d5b,2fe004ca-a69f-44a0-b41b-789be0efbc65,450-599,2025-10-26 15:29:19.841991+00,84.176.238.16,mobile
4cf67908-80d1-4b9a-b332-f5605933d4d0,b5dbd018-b2de-4cbf-9529-37bf98cab680,450-599,2025-10-24 09:33:14.658942+00,104.30.161.158,desktop
4e433aba-417f-41fc-94b9-d7893137116d,68d32c3d-c0b6-4be2-8921-4e44df70b5ec,300-449,2025-11-09 09:57:07.395804+00,49.228.198.178,desktop
4e96ebe8-bf9b-47cd-ac07-d924264b118c,f5e6f1b0-b148-4360-b6c6-56123f358522,300-449,2025-11-09 11:35:34.184311+00,49.36.114.43,desktop
5120cce4-9847-484a-91f2-aa284968381e,d6b9ed83-fd24-4816-90a5-d25d61a1048f,150-299,2025-11-10 13:22:13.444112+00,130.159.237.31,desktop
514b7c6f-331c-403e-ab93-9175da0f79d6,1f0df1be-a1ea-4080-90c3-230fe9e35174,not-sure,2025-11-10 03:26:25.769685+00,108.2.105.241,desktop
51aef051-1d9c-4598-82a6-9cb77bf87dba,9011e52c-69c5-4e69-8fee-0b124371e6da,600-799,2025-10-24 19:16:39.895632+00,46.128.11.182,mobile
51e858b0-0f86-413b-aeb9-32c27e90db2a,09e6255b-ed66-4eea-a314-104a08130ac0,450-599,2025-10-31 22:12:41.977243+00,129.67.117.187,desktop
54fa5220-9ace-4253-8ac4-456d0bab3bfe,a02da735-7361-475e-ab5c-8c0ed8434e6e,over-800,2025-10-24 19:17:24.77217+00,84.150.64.19,desktop
568f53ea-d9e9-40e9-b8ee-661cb14ee9dd,d2ea6e4c-6df2-4f19-a585-ca72553ba3f6,over-800,2025-10-25 19:53:34.561608+00,212.229.175.252,desktop
5773bf88-aa15-4106-a9de-250f82a98941,53064d35-2ae7-4a8d-b9c6-89edcf501359,over-800,2025-10-29 09:52:09.447387+00,37.159.107.233,mobile
59025189-f4ae-40f5-b786-4c948e7bacbc,d6092869-e9a5-4b33-919d-636fffa78398,over-800,2025-10-25 09:43:55.309869+00,78.175.54.8,mobile
59068c84-7d88-4b7b-b733-787a5c19082c,d9441a08-a4a9-4be5-bbd3-a76c64d2c3bd,over-800,2025-10-29 17:30:56.019383+00,141.70.80.34,mobile
5bd3c17f-ee1b-423c-aae3-a27222613897,00b152ed-d063-48d0-a8e2-ac2a7ed8103a,over-800,2025-10-29 09:57:08.286851+00,104.28.60.90,mobile
5bea0da9-e59c-4f50-904e-fc922fa9bc4f,5616d1ae-0beb-4ccf-8165-8d2e0446c46a,600-799,2025-11-09 04:58:40.559409+00,46.135.59.69,desktop
5d14dc40-3443-47c8-ad6a-5567a0083e03,5d65911a-4d19-4d5a-80b3-8339fd60c6b0,600-799,2025-11-08 23:05:43.779159+00,87.103.17.3,mobile
5dc24d4a-bec2-47d8-a1c5-5605cda6c6dd,e98964ae-fbfd-42ee-9e6e-20b332d1a03d,300-449,2025-11-10 10:26:50.340285+00,194.219.171.2,desktop
5e3766cc-a611-45a7-9da8-de783fe7b5fd,3166c9d8-11cf-41e4-9f82-1868556a06d1,over-800,2025-10-29 14:08:30.372146+00,64.64.108.37,mobile
5ef482bb-6258-4fa0-9a90-88786c3e3895,7fd80146-45d4-4ec9-9b58-d8074ab04ba5,450-599,2025-10-24 11:54:20.846176+00,153.92.90.3,desktop
5f777686-d8e0-4adf-ac7d-e5ce820a23b1,31085946-b0c6-4068-83c2-c53b0ca8d20a,under-150,2025-10-29 09:37:56.420558+00,195.176.44.38,mobile
60f41714-7467-49e0-993a-1f65c25b0af1,ed93edf3-2c16-4867-a887-08d626d83f15,450-599,2025-11-10 10:29:17.447162+00,80.187.83.234,mobile
6506805a-cd37-490e-b003-fe0d5eed1a51,2afa9961-1844-49e8-80fc-444466532f46,over-800,2025-10-24 17:08:57.503823+00,2a00:1370:8180:f390:10f5:bcf9:8f0:be3f,mobile
670fb563-6ac2-438e-b1b1-86c8f01a74cc,0bc7fbaf-9ca3-4fd7-931b-56e6263ba7ba,over-800,2025-10-28 08:22:19.977278+00,88.130.217.102,mobile
6914eab6-7736-418c-adca-4c4250837ccf,1f0df1be-a1ea-4080-90c3-230fe9e35174,not-sure,2025-11-10 03:26:02.068531+00,108.2.105.241,desktop
6c12904c-6f9d-4b27-84e0-cb2c121ece08,861bf96c-d651-4073-b365-7b9326bed46b,600-799,2025-11-09 11:20:06.226142+00,84.15.183.238,desktop
728430e5-b6ee-47d8-a9f6-c91250b8fa96,1aa168b9-88f3-49f4-980d-e3bd77f22246,over-800,2025-10-29 09:56:28.036936+00,195.176.44.39,mobile
74b90e7f-7205-44f4-abce-ce12605f5ab1,15ef74b6-a61a-474c-b855-696b20ce58fb,150-299,2025-10-24 14:21:30.862457+00,213.146.69.174,desktop
785c3fa8-9362-4209-a7f5-e9247d462098,887f2d30-0918-40a9-8210-55efb4c82d4b,600-799,2025-10-24 10:09:20.10394+00,104.30.161.158,desktop
78a4d19b-9e5c-454f-9890-2e9e6d5d1927,696139aa-8263-4f8f-a701-241c7350d222,over-800,2025-11-11 05:11:26.0207+00,50.7.253.114,desktop
79e12122-f38b-4a44-a522-b6b47476c0f6,abbf10a4-e7cc-4b4c-af44-10c758bec7a8,150-299,2025-11-16 16:31:42.555985+00,176.7.4.133,desktop
7a898a69-eb93-4d5a-93eb-6f3581f1cce0,859dd8e7-596e-4f39-a09c-9f2a740dcce9,over-800,2025-10-24 11:08:07.445947+00,91.38.166.12,desktop
7c5cc228-faac-4109-ace2-cc42c1f2e074,78c5f38e-ecce-40df-9a5a-fabf31dc8c61,over-800,2025-11-09 15:52:38.689161+00,188.69.11.179,desktop
7da820e9-c2ea-4cc2-a804-30bbbf258a2d,7e98bf79-6d68-49e3-a639-e87289460987,over-800,2025-10-25 12:43:17.133856+00,146.52.229.17,mobile
7fdf8c83-b1d7-4eb4-9c10-6cff4e6a4dde,4a817424-a6d0-4029-b2d6-f9a1ee95db6a,over-800,2025-10-25 12:22:27.724003+00,146.52.229.17,mobile
805479b4-431b-4a45-ae81-1f0a23febc73,749fc4a3-e119-45b2-9566-9f94db61a02c,not-sure,2025-10-24 16:36:04.150917+00,94.134.181.60,desktop
88afc2fe-880b-4149-8638-d62b0425cae7,e451c4cc-bf0c-4bff-950f-e36de5e1cb55,150-299,2025-10-29 09:52:43.16221+00,195.176.44.39,mobile
89c34003-8d69-4f65-9fa5-87227f630432,b3098529-2d82-46a7-8fc0-f2d770a6769e,under-150,2025-10-29 08:46:15.116716+00,195.176.44.39,mobile
8be0eab6-5154-44f2-a79c-0003d30eb0ec,eacab3dc-c1f8-45ed-b9b8-1437405098f4,600-799,2025-11-09 20:37:32.261105+00,184.180.182.182,desktop
904538e1-4764-4b20-984b-25c7d26c5d65,5616d1ae-0beb-4ccf-8165-8d2e0446c46a,450-599,2025-11-09 04:57:59.59512+00,46.135.59.69,desktop
94fe5a3e-7888-437e-aa56-02f500137aa3,8503f49a-3c92-4f27-925f-ed796566f376,450-599,2025-10-23 14:37:25.258442+00,115.79.197.228,desktop
951ac4da-393f-4249-8116-b0bb64ffd092,35629500-b6de-4bd6-b17f-bdf9196153d1,not-sure,2025-10-30 11:21:56.602196+00,93.240.108.147,desktop
9669cc5e-a430-4053-bd5d-73a8495b94d5,2fe004ca-a69f-44a0-b41b-789be0efbc65,450-599,2025-10-26 15:28:44.179655+00,84.176.238.16,mobile
9895cd95-d923-4847-b4f2-e62d2fddd2b6,e451c4cc-bf0c-4bff-950f-e36de5e1cb55,150-299,2025-10-29 09:52:23.040001+00,195.176.44.39,mobile
98ff83d1-67b5-4f42-af13-0d980196ef10,93081367-9d78-4f2e-a191-0b9bd3d846ce,600-799,2025-10-29 09:37:18.233412+00,194.230.145.132,mobile
9c3df929-0768-43fe-aee1-6241379a30ca,63033153-4070-4ca7-b1d3-6b10c2c89f8f,600-799,2025-10-29 13:03:12.113825+00,195.176.44.42,desktop
9d58aa50-c55c-4eb3-bf1d-ddc5754b3a93,654c8ac1-4b3d-4b7f-b5f9-c8dbe2e50115,over-800,2025-10-29 09:54:49.327922+00,195.176.44.39,mobile
a00b5b99-cb7c-4b56-b8ae-4a49ec36d30d,f888f80f-bed9-4621-b62e-d85d018ad6e0,over-800,2025-10-29 09:45:43.443765+00,195.176.44.39,mobile
a20affe7-cd83-4c03-b5ae-20e6bdec96ec,53064d35-2ae7-4a8d-b9c6-89edcf501359,over-800,2025-10-29 09:51:34.088414+00,37.159.107.233,mobile
a40da966-8d22-42ce-a311-eca1b17d8232,d6939226-3b6f-4d7b-99ab-d4c3c1db64e6,over-800,2025-10-25 18:13:47.313311+00,46.128.86.15,mobile
a4d97353-3dd7-4b03-8daf-8eade0e72307,a3b5cbcf-8756-4a67-ac1d-4cd527e21831,over-800,2025-10-29 09:35:06.984573+00,176.223.172.170,mobile
aa8264d7-096e-4fd0-a9d8-58a54d858f48,c20230fe-0272-445f-8e25-c2db6002de99,600-799,2025-11-08 23:33:55.890723+00,84.87.189.187,mobile
b554bf86-2ac8-472f-996e-9fd6866299e0,a4b2a762-b616-4580-958d-1db1b8f44d8e,over-800,2025-10-29 10:13:01.99663+00,37.159.107.233,mobile
b81f4187-6a4a-4288-87d4-4f12dcdda404,62fcfbbd-4f1f-4829-9e4e-48426fa762c0,450-599,2025-10-25 22:10:02.994065+00,76.92.36.29,desktop
baf33ae5-c636-4980-b0e0-0ebe3e4aefd1,cf3618a7-68f2-404d-86b7-6070fd32f54d,450-599,2025-10-23 14:42:46.004315+00,115.79.197.228,desktop
bdbbfda7-4182-499a-b013-df9fe508b303,3beee5db-499b-4741-b3ea-72c6f17ffb86,450-599,2025-10-24 08:59:09.367312+00,104.30.161.158,desktop
be57b3f1-d256-4c81-81f9-2d88fae5db9f,c4a5a564-a784-476b-98ca-39f21fdfba45,600-799,2025-11-09 07:32:04.895604+00,133.201.66.224,desktop
bffad549-c71b-4479-bd1d-cc47126a2e06,3dc7a02f-4c0e-470e-b5ab-f7eb8451f9c6,not-sure,2025-10-29 14:06:32.437505+00,195.176.44.39,mobile
c6414a32-17d8-45c2-aa74-74d317535647,abe1b85d-3fc9-4c16-8bc8-736600dbbbf4,over-800,2025-11-01 18:33:15.677298+00,94.31.71.164,mobile
c665cb1d-4b14-4e90-af3b-5361a334f4f0,a8f43d95-44c7-4673-ba52-c8d904b1c1d4,600-799,2025-10-25 19:56:39.668941+00,84.0.104.92,mobile
c8cdd6ff-4d7b-485d-9b01-0799fea672cc,403feef5-647d-4a34-a15a-c4bdc29fb2c2,600-799,2025-11-09 14:57:54.747882+00,77.38.136.74,desktop
c95fc2e7-9661-4597-bfba-c49e947dcb0d,cf3618a7-68f2-404d-86b7-6070fd32f54d,450-599,2025-10-23 14:39:30.297216+00,115.78.236.251,desktop
c999e23f-4a96-4b3d-8da5-bb622daba63a,ed06f6e9-c278-47f8-b36b-ce7e800f0ffa,600-799,2025-11-10 15:23:41.34922+00,5.42.207.10,mobile
cc40343c-31b4-49ec-9d7e-b28ebd42d88a,6f950bea-dffd-4c60-8648-6b643e84d277,150-299,2025-10-31 09:36:47.276239+00,86.202.112.51,desktop
cc9a0e8d-be34-4bb9-bcb9-fc1294e516c7,f4026161-a110-42b9-a308-94ad672ed15e,over-800,2025-10-29 09:45:41.471634+00,195.176.44.39,mobile
ce3dcd68-0d69-4604-bdef-b821f644af23,c1f0ba55-5c73-4fea-9787-42583c2823aa,over-800,2025-11-09 00:10:10.567157+00,49.145.217.184,desktop
cf2d875a-d711-425f-88c2-db660a153e3a,7fd80146-45d4-4ec9-9b58-d8074ab04ba5,450-599,2025-10-24 11:53:29.889736+00,153.92.90.3,desktop
d177152d-bfb0-4dc3-9aa9-06545783a700,2fe004ca-a69f-44a0-b41b-789be0efbc65,450-599,2025-10-26 15:27:07.873659+00,84.176.238.16,mobile
d185f9f9-2464-4ac8-9617-dad852e77dd3,3409f5be-93f2-44f4-8edb-910e95126257,under-150,2025-11-10 07:23:42.671639+00,82.132.245.134,mobile
d1bc6ac7-9cd2-4645-a41a-e6be67bd3107,6ebbbfba-e9cf-43c3-ae8d-d4b1403e558a,not-sure,2025-10-25 20:05:54.017155+00,91.38.166.12,desktop
d508b5cf-d59b-4adb-bff2-ca116fc35127,a88a0c32-59d8-4129-b725-1a7f82c13cb6,under-150,2025-11-10 04:01:59.971406+00,76.33.233.173,desktop
d7cd4191-f66f-4353-a670-994e0fa8ab2b,d979481f-3576-40a8-9fe3-f7a8af66bb6a,300-449,2025-11-06 22:06:27.182338+00,80.49.165.148,desktop
da0d58df-c226-4077-b47d-7d189faab0d5,749fc4a3-e119-45b2-9566-9f94db61a02c,not-sure,2025-10-24 16:35:23.110164+00,94.134.181.60,desktop
db869ce2-53f4-416a-b705-01d5f4c68ccf,819b9a0d-1a04-421f-bc67-6629df6fe9d1,450-599,2025-11-09 14:38:07.291274+00,82.151.171.206,desktop
dc39cd49-88e3-4037-b14c-aa9776b874f3,80188f08-8c28-4ab9-878d-07eae49d8daa,under-150,2025-11-09 18:48:11.652781+00,118.167.79.121,desktop
dc7d4481-a0bf-4771-a533-c08ed84a5a58,52310d5e-4998-414c-896b-3751e9bfdf26,600-799,2025-10-27 16:40:59.483263+00,88.130.217.103,mobile
e0e59208-c5ba-4e5b-a625-82f0d5833fd4,10011af3-ac90-42b3-9235-9668f35f39a0,600-799,2025-11-09 21:01:08.535423+00,88.184.53.216,desktop
e4180af1-4880-4dc4-87a2-ba893240d311,dff30e7b-01b7-49ba-b31c-1ae0e4091112,over-800,2025-11-06 20:12:24.603052+00,81.106.246.220,desktop
e46aa3ed-a7de-4ad2-a5ce-605f9d60fd12,84dc1ce4-09c3-4798-9aa0-754802950e3f,under-150,2025-10-29 10:21:42.150936+00,65.61.74.174,desktop
ebdd4d07-05fc-4388-9a4c-603ffd0595c1,c78792c8-f528-44d6-b30a-4f1c09ff66b0,450-599,2025-11-09 09:25:52.883246+00,46.244.8.115,desktop
ee749b87-c298-47b3-b765-123899247f92,696139aa-8263-4f8f-a701-241c7350d222,over-800,2025-11-11 05:08:24.300972+00,66.90.98.10,desktop
ef67ccd1-f1b0-4ae9-9438-4470d07d672c,46cecb39-9314-46cc-96d1-cab8d848b582,300-449,2025-10-29 09:35:40.848534+00,194.230.145.197,mobile
f133023c-e1c4-4ae9-a61c-b70d4fddfe39,f5e6f1b0-b148-4360-b6c6-56123f358522,300-449,2025-11-09 11:39:01.272845+00,49.36.114.43,desktop
f18ffed6-8c99-42ca-b7b9-5cc712baed73,ac6d4f7a-778d-4320-89e7-044484936156,300-449,2025-11-09 08:17:06.281022+00,188.149.227.124,desktop
f1da3bc3-17ba-4f43-b4d7-ae4cb2ec4b0f,2e601dd7-863d-4b9b-a60a-a7d2cfa821e8,over-800,2025-10-29 16:31:53.424481+00,194.230.145.189,mobile
f2055dcc-718c-4987-be6a-c6466ac92ca1,5d4b6296-98c8-416a-88c6-778717787946,not-sure,2025-10-23 18:32:09.15088+00,91.38.175.119,mobile
f2b5f301-5da1-4ce8-ae87-b42bce75bd8e,d6939226-3b6f-4d7b-99ab-d4c3c1db64e6,over-800,2025-10-25 18:13:09.058687+00,46.128.86.15,mobile
f35a788d-55e1-4683-9862-de961fec8806,80188f08-8c28-4ab9-878d-07eae49d8daa,under-150,2025-11-09 18:46:36.113107+00,118.167.79.121,desktop
f479d6a5-3b20-44aa-ba47-0f6152bfd97e,a88a0c32-59d8-4129-b725-1a7f82c13cb6,under-150,2025-11-10 04:02:38.20063+00,76.33.233.173,desktop
f76a6067-04fd-49c9-8571-685c29b31ae8,35f58cd5-b9a5-4132-a94d-8fcad2800a59,600-799,2025-10-24 19:13:54.201872+00,46.5.2.111,mobile
f84ac2e2-73ac-40b3-9399-aca9b0addd64,819b9a0d-1a04-421f-bc67-6629df6fe9d1,450-599,2025-11-09 14:35:13.163323+00,82.151.171.206,desktop
f9879493-59fb-4b05-ace7-30d209c71090,9b1ae3c8-a3b1-4ca0-a409-4681a4e01d03,450-599,2025-11-09 06:56:13.841271+00,103.252.200.128,desktop
fa9baf52-2b8c-49b8-a87f-fb3405cf6d0f,8c4462ee-c971-44f2-8565-f958c8b0095e,150-299,2025-11-09 03:53:59.621055+00,37.140.223.28,desktop
fbd711ad-805d-44a0-b97a-35c0979f3d20,847cef5d-5e01-40ea-b33b-c21db312423a,not-sure,2025-11-08 23:39:45.948789+00,174.87.73.144,desktop
fcf5837d-d6a2-4465-9d28-3a08d93eab4e,2afa9961-1844-49e8-80fc-444466532f46,over-800,2025-10-24 17:10:42.739044+00,2a00:1370:8180:f390:10f5:bcf9:8f0:be3f,mobile
fe166abf-864e-4c6f-a913-8462f67b41f5,38d37141-0e01-4401-9b70-9692953647a1,over-800,2025-11-07 15:15:07.213684+00,47.64.115.13,mobile
